Year,County,PSI,PSIDescription,Count,Population,ObsRate
2013,Mendocino,22,Iatrogenic Pneumothorax,8 ," 68,379 ",11.70
2014,Mendocino,22,Iatrogenic Pneumothorax,7 ," 69,334 ",10.10
2015,Mendocino,22,Iatrogenic Pneumothorax,6 ," 51,516 ",11.65
2005,Merced,22,Iatrogenic Pneumothorax,16 ," 162,795 ",9.83
2006,Merced,22,Iatrogenic Pneumothorax,4 ," 165,009 ",2.42
2007,Merced,22,Iatrogenic Pneumothorax,12 ," 167,724 ",7.15
2008,Merced,22,Iatrogenic Pneumothorax,15 ," 169,736 ",8.84
2009,Merced,22,Iatrogenic Pneumothorax,11 ," 171,809 ",6.40
2010,Merced,22,Iatrogenic Pneumothorax,11 ," 175,232 ",6.28
2011,Merced,22,Iatrogenic Pneumothorax,4 ," 178,783 ",2.24
2012,Merced,22,Iatrogenic Pneumothorax,10 ," 174,274 ",5.74
2013,Merced,22,Iatrogenic Pneumothorax,14 ," 176,084 ",7.95
2014,Merced,22,Iatrogenic Pneumothorax,13 ," 184,892 ",7.03
2015,Merced,22,Iatrogenic Pneumothorax,5 ," 133,727 ",3.74
2005,Modoc,22,Iatrogenic Pneumothorax,1 ," 7,407 ",13.50
2006,Modoc,22,Iatrogenic Pneumothorax,0 ," 7,461 ",0.00
2007,Modoc,22,Iatrogenic Pneumothorax,0 ," 7,429 ",0.00
2008,Modoc,22,Iatrogenic Pneumothorax,1 ," 7,469 ",13.39
2009,Modoc,22,Iatrogenic Pneumothorax,1 ," 7,565 ",13.22
2010,Modoc,22,Iatrogenic Pneumothorax,0 ," 7,599 ",0.00
2011,Modoc,22,Iatrogenic Pneumothorax,0 ," 7,517 ",0.00
2012,Modoc,22,Iatrogenic Pneumothorax,0 ," 9,249 ",0.00
2013,Modoc,22,Iatrogenic Pneumothorax,0 ," 9,141 ",0.00
2014,Modoc,22,Iatrogenic Pneumothorax,0 ," 8,570 ",0.00
2015,Modoc,22,Iatrogenic Pneumothorax,0 ," 7,417 ",0.00
2005,Mono,22,Iatrogenic Pneumothorax,0 ," 10,514 ",0.00
2006,Mono,22,Iatrogenic Pneumothorax,0 ," 10,747 ",0.00
2007,Mono,22,Iatrogenic Pneumothorax,0 ," 10,719 ",0.00
2008,Mono,22,Iatrogenic Pneumothorax,0 ," 10,892 ",0.00
2009,Mono,22,Iatrogenic Pneumothorax,0 ," 11,055 ",0.00
2010,Mono,22,Iatrogenic Pneumothorax,0 ," 11,224 ",0.00
2011,Mono,22,Iatrogenic Pneumothorax,0 ," 11,294 ",0.00
2012,Mono,22,Iatrogenic Pneumothorax,0 ," 13,186 ",0.00
2013,Mono,22,Iatrogenic Pneumothorax,0 ," 12,990 ",0.00
2014,Mono,22,Iatrogenic Pneumothorax,0 ," 12,503 ",0.00
2015,Mono,22,Iatrogenic Pneumothorax,0 ," 10,444 ",0.00
2005,Monterey,22,Iatrogenic Pneumothorax,18 ," 294,634 ",6.11
2006,Monterey,22,Iatrogenic Pneumothorax,12 ," 292,832 ",4.10
2007,Monterey,22,Iatrogenic Pneumothorax,10 ," 293,684 ",3.41
2008,Monterey,22,Iatrogenic Pneumothorax,10 ," 296,155 ",3.38
2009,Monterey,22,Iatrogenic Pneumothorax,12 ," 299,502 ",4.01
2010,Monterey,22,Iatrogenic Pneumothorax,10 ," 304,351 ",3.29
2011,Monterey,22,Iatrogenic Pneumothorax,16 ," 308,056 ",5.19
2012,Monterey,22,Iatrogenic Pneumothorax,15 ," 301,958 ",4.97
2013,Monterey,22,Iatrogenic Pneumothorax,16 ," 304,287 ",5.26
2014,Monterey,22,Iatrogenic Pneumothorax,9 ," 305,907 ",2.94
2015,Monterey,22,Iatrogenic Pneumothorax,2 ," 229,305 ",0.87
2005,Napa,22,Iatrogenic Pneumothorax,10 ," 99,628 ",10.04
2006,Napa,22,Iatrogenic Pneumothorax,11 ," 100,569 ",10.94
2007,Napa,22,Iatrogenic Pneumothorax,6 ," 101,701 ",5.90
2008,Napa,22,Iatrogenic Pneumothorax,4 ," 102,958 ",3.89
2009,Napa,22,Iatrogenic Pneumothorax,6 ," 103,909 ",5.77
2010,Napa,22,Iatrogenic Pneumothorax,10 ," 105,302 ",9.50
2011,Napa,22,Iatrogenic Pneumothorax,11 ," 106,488 ",10.33
2012,Napa,22,Iatrogenic Pneumothorax,1 ," 106,095 ",0.94
2013,Napa,22,Iatrogenic Pneumothorax,7 ," 107,433 ",6.52
2014,Napa,22,Iatrogenic Pneumothorax,7 ," 108,610 ",6.45
2015,Napa,22,Iatrogenic Pneumothorax,0 ," 82,361 ",0.00
2005,Nevada,22,Iatrogenic Pneumothorax,13 ," 77,111 ",16.86
2006,Nevada,22,Iatrogenic Pneumothorax,6 ," 77,728 ",7.72
2007,Nevada,22,Iatrogenic Pneumothorax,10 ," 78,179 ",12.79
2008,Nevada,22,Iatrogenic Pneumothorax,6 ," 78,803 ",7.61
2009,Nevada,22,Iatrogenic Pneumothorax,6 ," 79,505 ",7.55
2010,Nevada,22,Iatrogenic Pneumothorax,11 ," 80,097 ",13.73
2011,Nevada,22,Iatrogenic Pneumothorax,4 ," 80,389 ",4.98
2012,Nevada,22,Iatrogenic Pneumothorax,1 ," 80,329 ",1.24
2013,Nevada,22,Iatrogenic Pneumothorax,4 ," 80,699 ",4.96
2014,Nevada,22,Iatrogenic Pneumothorax,2 ," 82,513 ",2.42
2015,Nevada,22,Iatrogenic Pneumothorax,3 ," 61,125 ",4.91
2005,Orange,22,Iatrogenic Pneumothorax,110 ," 2,180,617 ",5.04
2006,Orange,22,Iatrogenic Pneumothorax,121 ," 2,185,121 ",5.54
2007,Orange,22,Iatrogenic Pneumothorax,117 ," 2,194,736 ",5.33
2008,Orange,22,Iatrogenic Pneumothorax,112 ," 2,219,901 ",5.05
2009,Orange,22,Iatrogenic Pneumothorax,99 ," 2,249,030 ",4.40
2010,Orange,22,Iatrogenic Pneumothorax,127 ," 2,279,215 ",5.57
2011,Orange,22,Iatrogenic Pneumothorax,93 ," 2,319,605 ",4.01
2012,Orange,22,Iatrogenic Pneumothorax,95 ," 2,270,432 ",4.18
2013,Orange,22,Iatrogenic Pneumothorax,85 ," 2,303,808 ",3.69
2014,Orange,22,Iatrogenic Pneumothorax,102 ," 2,330,275 ",4.38
2015,Orange,22,Iatrogenic Pneumothorax,66 ," 1,754,644 ",3.76
2005,Placer,22,Iatrogenic Pneumothorax,19 ," 233,967 ",8.12
2006,Placer,22,Iatrogenic Pneumothorax,18 ," 241,760 ",7.45
2007,Placer,22,Iatrogenic Pneumothorax,18 ," 247,749 ",7.27
2008,Placer,22,Iatrogenic Pneumothorax,13 ," 254,728 ",5.10
2009,Placer,22,Iatrogenic Pneumothorax,14 ," 260,230 ",5.38
2010,Placer,22,Iatrogenic Pneumothorax,23 ," 265,780 ",8.65
2011,Placer,22,Iatrogenic Pneumothorax,23 ," 272,624 ",8.44
2012,Placer,22,Iatrogenic Pneumothorax,14 ," 269,220 ",5.20
2013,Placer,22,Iatrogenic Pneumothorax,16 ," 275,142 ",5.82
2014,Placer,22,Iatrogenic Pneumothorax,8 ," 291,385 ",2.75
2015,Placer,22,Iatrogenic Pneumothorax,7 ," 211,518 ",3.31
2005,Plumas,22,Iatrogenic Pneumothorax,3 ," 16,762 ",17.90
2006,Plumas,22,Iatrogenic Pneumothorax,0 ," 16,591 ",0.00
2007,Plumas,22,Iatrogenic Pneumothorax,2 ," 16,601 ",12.05
2008,Plumas,22,Iatrogenic Pneumothorax,3 ," 16,521 ",18.16
2009,Plumas,22,Iatrogenic Pneumothorax,0 ," 16,384 ",0.00
2010,Plumas,22,Iatrogenic Pneumothorax,0 ," 16,311 ",0.00
2011,Plumas,22,Iatrogenic Pneumothorax,3 ," 16,239 ",18.47
2012,Plumas,22,Iatrogenic Pneumothorax,1 ," 17,560 ",5.69
2013,Plumas,22,Iatrogenic Pneumothorax,0 ," 17,229 ",0.00
2014,Plumas,22,Iatrogenic Pneumothorax,0 ," 16,981 ",0.00
2015,Plumas,22,Iatrogenic Pneumothorax,1 ," 13,235 ",7.56
2005,Riverside,22,Iatrogenic Pneumothorax,78 ," 1,365,225 ",5.71
2006,Riverside,22,Iatrogenic Pneumothorax,76 ," 1,423,074 ",5.34
2007,Riverside,22,Iatrogenic Pneumothorax,69 ," 1,468,741 ",4.70
2008,Riverside,22,Iatrogenic Pneumothorax,77 ," 1,497,677 ",5.14
2009,Riverside,22,Iatrogenic Pneumothorax,74 ," 1,532,584 ",4.83
2010,Riverside,22,Iatrogenic Pneumothorax,84 ," 1,579,716 ",5.32
2011,Riverside,22,Iatrogenic Pneumothorax,89 ," 1,618,245 ",5.50
2012,Riverside,22,Iatrogenic Pneumothorax,72 ," 1,578,971 ",4.56
2013,Riverside,22,Iatrogenic Pneumothorax,71 ," 1,608,253 ",4.41
2014,Riverside,22,Iatrogenic Pneumothorax,76 ," 1,723,126 ",4.41
2015,Riverside,22,Iatrogenic Pneumothorax,65 ," 1,235,866 ",5.26
2005,Sacramento,22,Iatrogenic Pneumothorax,67 ," 1,001,691 ",6.69
2006,Sacramento,22,Iatrogenic Pneumothorax,74 ," 1,010,429 ",7.32
2007,Sacramento,22,Iatrogenic Pneumothorax,62 ," 1,020,852 ",6.07
2008,Sacramento,22,Iatrogenic Pneumothorax,78 ," 1,032,542 ",7.55
2009,Sacramento,22,Iatrogenic Pneumothorax,71 ," 1,046,094 ",6.79
2010,Sacramento,22,Iatrogenic Pneumothorax,80 ," 1,058,518 ",7.56
2011,Sacramento,22,Iatrogenic Pneumothorax,67 ," 1,075,584 ",6.23
2012,Sacramento,22,Iatrogenic Pneumothorax,76 ," 1,052,498 ",7.22
2013,Sacramento,22,Iatrogenic Pneumothorax,57 ," 1,066,996 ",5.34
2014,Sacramento,22,Iatrogenic Pneumothorax,64 ," 1,102,714 ",5.80
2015,Sacramento,22,Iatrogenic Pneumothorax,51 ," 812,828 ",6.27
2005,San Benito,22,Iatrogenic Pneumothorax,2 ," 38,212 ",5.23
2006,San Benito,22,Iatrogenic Pneumothorax,1 ," 37,946 ",2.64
2007,San Benito,22,Iatrogenic Pneumothorax,3 ," 37,962 ",7.90
2008,San Benito,22,Iatrogenic Pneumothorax,6 ," 38,262 ",15.68
2009,San Benito,22,Iatrogenic Pneumothorax,2 ," 38,665 ",5.17
2010,San Benito,22,Iatrogenic Pneumothorax,6 ," 39,605 ",15.15
2011,San Benito,22,Iatrogenic Pneumothorax,1 ," 40,265 ",2.48
2012,San Benito,22,Iatrogenic Pneumothorax,0 ," 41,402 ",0.00
2013,San Benito,22,Iatrogenic Pneumothorax,0 ," 42,194 ",0.00
2014,San Benito,22,Iatrogenic Pneumothorax,1 ," 41,257 ",2.42
2015,San Benito,22,Iatrogenic Pneumothorax,0 ," 33,017 ",0.00
2005,San Bernardino,22,Iatrogenic Pneumothorax,106 ," 1,347,408 ",7.87
2006,San Bernardino,22,Iatrogenic Pneumothorax,96 ," 1,373,516 ",6.99
2007,San Bernardino,22,Iatrogenic Pneumothorax,72 ," 1,390,849 ",5.18
2008,San Bernardino,22,Iatrogenic Pneumothorax,99 ," 1,405,191 ",7.05
2009,San Bernardino,22,Iatrogenic Pneumothorax,90 ," 1,420,975 ",6.33
2010,San Bernardino,22,Iatrogenic Pneumothorax,81 ," 1,447,189 ",5.60
2011,San Bernardino,22,Iatrogenic Pneumothorax,80 ," 1,474,036 ",5.43
2012,San Bernardino,22,Iatrogenic Pneumothorax,74 ," 1,428,592 ",5.18
2013,San Bernardino,22,Iatrogenic Pneumothorax,61 ," 1,446,673 ",4.22
2014,San Bernardino,22,Iatrogenic Pneumothorax,68 ," 1,521,005 ",4.47
2015,San Bernardino,22,Iatrogenic Pneumothorax,51 ," 1,099,744 ",4.64
2005,San Diego,22,Iatrogenic Pneumothorax,140 ," 2,214,544 ",6.32
2006,San Diego,22,Iatrogenic Pneumothorax,137 ," 2,229,606 ",6.14
2007,San Diego,22,Iatrogenic Pneumothorax,121 ," 2,257,236 ",5.36
2008,San Diego,22,Iatrogenic Pneumothorax,143 ," 2,296,616 ",6.23
2009,San Diego,22,Iatrogenic Pneumothorax,131 ," 2,332,413 ",5.62
2010,San Diego,22,Iatrogenic Pneumothorax,108 ," 2,372,232 ",4.55
2011,San Diego,22,Iatrogenic Pneumothorax,108 ," 2,407,960 ",4.49
2012,San Diego,22,Iatrogenic Pneumothorax,95 ," 2,359,002 ",4.03
2013,San Diego,22,Iatrogenic Pneumothorax,91 ," 2,394,181 ",3.80
2014,San Diego,22,Iatrogenic Pneumothorax,98 ," 2,438,827 ",4.02
2015,San Diego,22,Iatrogenic Pneumothorax,65 ," 1,829,497 ",3.55
2005,San Francisco,22,Iatrogenic Pneumothorax,43 ," 655,221 ",6.56
2006,San Francisco,22,Iatrogenic Pneumothorax,34 ," 661,295 ",5.14
2007,San Francisco,22,Iatrogenic Pneumothorax,28 ," 670,554 ",4.18
2008,San Francisco,22,Iatrogenic Pneumothorax,37 ," 682,007 ",5.43
2009,San Francisco,22,Iatrogenic Pneumothorax,39 ," 691,485 ",5.64
2010,San Francisco,22,Iatrogenic Pneumothorax,36 ," 694,816 ",5.18
2011,San Francisco,22,Iatrogenic Pneumothorax,42 ," 701,321 ",5.99
2012,San Francisco,22,Iatrogenic Pneumothorax,42 ," 704,143 ",5.96
2013,San Francisco,22,Iatrogenic Pneumothorax,48 ," 712,976 ",6.73
2014,San Francisco,22,Iatrogenic Pneumothorax,43 ," 709,035 ",6.06
2015,San Francisco,22,Iatrogenic Pneumothorax,24 ," 548,383 ",4.38
2005,San Joaquin,22,Iatrogenic Pneumothorax,35 ," 458,859 ",7.63
2006,San Joaquin,22,Iatrogenic Pneumothorax,34 ," 463,522 ",7.34
2007,San Joaquin,22,Iatrogenic Pneumothorax,36 ," 468,057 ",7.69
2008,San Joaquin,22,Iatrogenic Pneumothorax,38 ," 471,774 ",8.05
2009,San Joaquin,22,Iatrogenic Pneumothorax,29 ," 478,055 ",6.07
2010,San Joaquin,22,Iatrogenic Pneumothorax,34 ," 486,701 ",6.99
2011,San Joaquin,22,Iatrogenic Pneumothorax,29 ," 495,680 ",5.85
2012,San Joaquin,22,Iatrogenic Pneumothorax,34 ," 482,094 ",7.05
2013,San Joaquin,22,Iatrogenic Pneumothorax,27 ," 486,694 ",5.55
2014,San Joaquin,22,Iatrogenic Pneumothorax,28 ," 510,294 ",5.49
2015,San Joaquin,22,Iatrogenic Pneumothorax,20 ," 370,942 ",5.39
2005,San Luis Obispo,22,Iatrogenic Pneumothorax,8 ," 203,693 ",3.93
2006,San Luis Obispo,22,Iatrogenic Pneumothorax,4 ," 205,958 ",1.94
2007,San Luis Obispo,22,Iatrogenic Pneumothorax,11 ," 208,250 ",5.28
2008,San Luis Obispo,22,Iatrogenic Pneumothorax,10 ," 211,458 ",4.73
2009,San Luis Obispo,22,Iatrogenic Pneumothorax,5 ," 213,363 ",2.34
2010,San Luis Obispo,22,Iatrogenic Pneumothorax,3 ," 215,558 ",1.39
2011,San Luis Obispo,22,Iatrogenic Pneumothorax,4 ," 216,909 ",1.84
2012,San Luis Obispo,22,Iatrogenic Pneumothorax,9 ," 212,867 ",4.23
2013,San Luis Obispo,22,Iatrogenic Pneumothorax,12 ," 214,971 ",5.58
2014,San Luis Obispo,22,Iatrogenic Pneumothorax,8 ," 220,837 ",3.62
2015,San Luis Obispo,22,Iatrogenic Pneumothorax,6 ," 162,048 ",3.70
2005,San Mateo,22,Iatrogenic Pneumothorax,14 ," 535,835 ",2.61
2006,San Mateo,22,Iatrogenic Pneumothorax,32 ," 536,688 ",5.96
2007,San Mateo,22,Iatrogenic Pneumothorax,36 ," 540,450 ",6.66
2008,San Mateo,22,Iatrogenic Pneumothorax,33 ," 548,332 ",6.02
2009,San Mateo,22,Iatrogenic Pneumothorax,26 ," 556,343 ",4.67
2010,San Mateo,22,Iatrogenic Pneumothorax,31 ," 561,671 ",5.52
2011,San Mateo,22,Iatrogenic Pneumothorax,27 ," 567,914 ",4.75
2012,San Mateo,22,Iatrogenic Pneumothorax,31 ," 563,760 ",5.50
2013,San Mateo,22,Iatrogenic Pneumothorax,27 ," 572,187 ",4.72
2014,San Mateo,22,Iatrogenic Pneumothorax,16 ," 567,038 ",2.82
2015,San Mateo,22,Iatrogenic Pneumothorax,20 ," 438,734 ",4.56
2005,Santa Barbara,22,Iatrogenic Pneumothorax,14 ," 306,606 ",4.57
2006,Santa Barbara,22,Iatrogenic Pneumothorax,14 ," 307,420 ",4.55
2007,Santa Barbara,22,Iatrogenic Pneumothorax,16 ," 310,281 ",5.16
2008,Santa Barbara,22,Iatrogenic Pneumothorax,20 ," 314,006 ",6.37
2009,Santa Barbara,22,Iatrogenic Pneumothorax,15 ," 317,734 ",4.72
2010,Santa Barbara,22,Iatrogenic Pneumothorax,11 ," 321,346 ",3.42
2011,Santa Barbara,22,Iatrogenic Pneumothorax,10 ," 323,344 ",3.09
2012,Santa Barbara,22,Iatrogenic Pneumothorax,12 ," 314,909 ",3.81
2013,Santa Barbara,22,Iatrogenic Pneumothorax,12 ," 319,459 ",3.76
2014,Santa Barbara,22,Iatrogenic Pneumothorax,6 ," 324,453 ",1.85
2015,Santa Barbara,22,Iatrogenic Pneumothorax,12 ," 241,070 ",4.98
2005,Santa Clara,22,Iatrogenic Pneumothorax,84 ," 1,267,009 ",6.63
2006,Santa Clara,22,Iatrogenic Pneumothorax,91 ," 1,280,352 ",7.11
2007,Santa Clara,22,Iatrogenic Pneumothorax,87 ," 1,297,418 ",6.71
2008,Santa Clara,22,Iatrogenic Pneumothorax,73 ," 1,319,407 ",5.53
2009,Santa Clara,22,Iatrogenic Pneumothorax,78 ," 1,339,490 ",5.82
2010,Santa Clara,22,Iatrogenic Pneumothorax,66 ," 1,357,407 ",4.86
2011,Santa Clara,22,Iatrogenic Pneumothorax,76 ," 1,377,352 ",5.52
2012,Santa Clara,22,Iatrogenic Pneumothorax,72 ," 1,358,776 ",5.30
2013,Santa Clara,22,Iatrogenic Pneumothorax,62 ," 1,383,328 ",4.48
2014,Santa Clara,22,Iatrogenic Pneumothorax,44 ," 1,385,342 ",3.18
2015,Santa Clara,22,Iatrogenic Pneumothorax,33 ," 1,063,381 ",3.10
2005,Santa Cruz,22,Iatrogenic Pneumothorax,16 ," 193,146 ",8.28
2006,Santa Cruz,22,Iatrogenic Pneumothorax,20 ," 193,902 ",10.31
2007,Santa Cruz,22,Iatrogenic Pneumothorax,19 ," 195,548 ",9.72
2008,Santa Cruz,22,Iatrogenic Pneumothorax,15 ," 198,374 ",7.56
2009,Santa Cruz,22,Iatrogenic Pneumothorax,15 ," 201,450 ",7.45
2010,Santa Cruz,22,Iatrogenic Pneumothorax,9 ," 204,227 ",4.41
2011,Santa Cruz,22,Iatrogenic Pneumothorax,8 ," 205,429 ",3.89
2012,Santa Cruz,22,Iatrogenic Pneumothorax,4 ," 200,670 ",1.99
2013,Santa Cruz,22,Iatrogenic Pneumothorax,5 ," 203,323 ",2.46
2014,Santa Cruz,22,Iatrogenic Pneumothorax,11 ," 204,815 ",5.37
2015,Santa Cruz,22,Iatrogenic Pneumothorax,9 ," 153,534 ",5.86
2005,Shasta,22,Iatrogenic Pneumothorax,13 ," 133,597 ",9.73
2006,Shasta,22,Iatrogenic Pneumothorax,9 ," 134,702 ",6.68
2007,Shasta,22,Iatrogenic Pneumothorax,14 ," 135,409 ",10.34
2008,Shasta,22,Iatrogenic Pneumothorax,17 ," 136,355 ",12.47
2009,Shasta,22,Iatrogenic Pneumothorax,18 ," 137,066 ",13.13
2010,Shasta,22,Iatrogenic Pneumothorax,9 ," 137,755 ",6.53
2011,Shasta,22,Iatrogenic Pneumothorax,13 ," 138,865 ",9.36
2012,Shasta,22,Iatrogenic Pneumothorax,8 ," 137,373 ",5.82
2013,Shasta,22,Iatrogenic Pneumothorax,7 ," 138,135 ",5.07
2014,Shasta,22,Iatrogenic Pneumothorax,6 ," 142,262 ",4.22
2015,Shasta,22,Iatrogenic Pneumothorax,5 ," 104,057 ",4.81
2005,Sierra,22,Iatrogenic Pneumothorax,0 ," 2,724 ",0.00
2006,Sierra,22,Iatrogenic Pneumothorax,0 ," 2,774 ",0.00
2007,Sierra,22,Iatrogenic Pneumothorax,0 ," 2,756 ",0.00
2008,Sierra,22,Iatrogenic Pneumothorax,0 ," 2,742 ",0.00
2009,Sierra,22,Iatrogenic Pneumothorax,0 ," 2,687 ",0.00
2010,Sierra,22,Iatrogenic Pneumothorax,0 ," 2,692 ",0.00
2011,Sierra,22,Iatrogenic Pneumothorax,0 ," 2,613 ",0.00
2012,Sierra,22,Iatrogenic Pneumothorax,0 ," 4,609 ",0.00
2013,Sierra,22,Iatrogenic Pneumothorax,0 ," 4,566 ",0.00
2014,Sierra,22,Iatrogenic Pneumothorax,0 ," 3,692 ",0.00
2015,Sierra,22,Iatrogenic Pneumothorax,0 ," 4,137 ",0.00
2005,Siskiyou,22,Iatrogenic Pneumothorax,1 ," 35,143 ",2.85
2006,Siskiyou,22,Iatrogenic Pneumothorax,1 ," 35,080 ",2.85
2007,Siskiyou,22,Iatrogenic Pneumothorax,4 ," 35,195 ",11.37
2008,Siskiyou,22,Iatrogenic Pneumothorax,2 ," 35,541 ",5.63
2009,Siskiyou,22,Iatrogenic Pneumothorax,2 ," 35,511 ",5.63
2010,Siskiyou,22,Iatrogenic Pneumothorax,1 ," 35,719 ",2.80
2011,Siskiyou,22,Iatrogenic Pneumothorax,2 ," 35,459 ",5.64
2012,Siskiyou,22,Iatrogenic Pneumothorax,3 ," 36,324 ",8.26
2013,Siskiyou,22,Iatrogenic Pneumothorax,0 ," 36,015 ",0.00
2014,Siskiyou,22,Iatrogenic Pneumothorax,1 ," 36,411 ",2.75
2015,Siskiyou,22,Iatrogenic Pneumothorax,2 ," 27,121 ",7.37
2005,Solano,22,Iatrogenic Pneumothorax,24 ," 301,678 ",7.96
2006,Solano,22,Iatrogenic Pneumothorax,21 ," 303,214 ",6.93
2007,Solano,22,Iatrogenic Pneumothorax,15 ," 304,287 ",4.93
2008,Solano,22,Iatrogenic Pneumothorax,23 ," 306,167 ",7.51
2009,Solano,22,Iatrogenic Pneumothorax,22 ," 308,635 ",7.13
2010,Solano,22,Iatrogenic Pneumothorax,21 ," 313,165 ",6.71
2011,Solano,22,Iatrogenic Pneumothorax,23 ," 316,734 ",7.26
2012,Solano,22,Iatrogenic Pneumothorax,25 ," 312,400 ",8.00
2013,Solano,22,Iatrogenic Pneumothorax,16 ," 317,212 ",5.04
2014,Solano,22,Iatrogenic Pneumothorax,14 ," 320,144 ",4.37
2015,Solano,22,Iatrogenic Pneumothorax,10 ," 242,676 ",4.12
2005,Sonoma,22,Iatrogenic Pneumothorax,36 ," 358,116 ",10.05
2006,Sonoma,22,Iatrogenic Pneumothorax,33 ," 358,614 ",9.20
2007,Sonoma,22,Iatrogenic Pneumothorax,29 ," 361,223 ",8.03
2008,Sonoma,22,Iatrogenic Pneumothorax,26 ," 366,471 ",7.09
2009,Sonoma,22,Iatrogenic Pneumothorax,27 ," 372,373 ",7.25
2010,Sonoma,22,Iatrogenic Pneumothorax,21 ," 377,723 ",5.56
2011,Sonoma,22,Iatrogenic Pneumothorax,26 ," 381,767 ",6.81
2012,Sonoma,22,Iatrogenic Pneumothorax,19 ," 375,444 ",5.06
2013,Sonoma,22,Iatrogenic Pneumothorax,19 ," 380,676 ",4.99
2014,Sonoma,22,Iatrogenic Pneumothorax,9 ," 383,621 ",2.35
2015,Sonoma,22,Iatrogenic Pneumothorax,18 ," 289,219 ",6.22
2005,Stanislaus,22,Iatrogenic Pneumothorax,21 ," 351,584 ",5.97
2006,Stanislaus,22,Iatrogenic Pneumothorax,30 ," 355,891 ",8.43
2007,Stanislaus,22,Iatrogenic Pneumothorax,25 ," 358,840 ",6.97
2008,Stanislaus,22,Iatrogenic Pneumothorax,28 ," 360,777 ",7.76
2009,Stanislaus,22,Iatrogenic Pneumothorax,20 ," 363,949 ",5.50
2010,Stanislaus,22,Iatrogenic Pneumothorax,42 ," 368,478 ",11.40
2011,Stanislaus,22,Iatrogenic Pneumothorax,23 ," 372,845 ",6.17
2012,Stanislaus,22,Iatrogenic Pneumothorax,38 ," 362,639 ",10.48
2013,Stanislaus,22,Iatrogenic Pneumothorax,27 ," 367,108 ",7.35
2014,Stanislaus,22,Iatrogenic Pneumothorax,19 ," 381,811 ",4.98
2015,Stanislaus,22,Iatrogenic Pneumothorax,19 ," 278,069 ",6.83
2005,Sutter,22,Iatrogenic Pneumothorax,2 ," 64,008 ",3.12
2006,Sutter,22,Iatrogenic Pneumothorax,3 ," 65,772 ",4.56
2007,Sutter,22,Iatrogenic Pneumothorax,6 ," 67,100 ",8.94
2008,Sutter,22,Iatrogenic Pneumothorax,2 ," 67,885 ",2.95
2009,Sutter,22,Iatrogenic Pneumothorax,5 ," 68,389 ",7.31
2010,Sutter,22,Iatrogenic Pneumothorax,5 ," 68,807 ",7.27
2011,Sutter,22,Iatrogenic Pneumothorax,6 ," 69,305 ",8.66
2012,Sutter,22,Iatrogenic Pneumothorax,7 ," 68,806 ",10.17
2013,Sutter,22,Iatrogenic Pneumothorax,5 ," 69,609 ",7.18
2014,Sutter,22,Iatrogenic Pneumothorax,5 ," 72,717 ",6.88
2015,Sutter,22,Iatrogenic Pneumothorax,4 ," 52,739 ",7.58
2005,Tehama,22,Iatrogenic Pneumothorax,6 ," 44,895 ",13.36
2006,Tehama,22,Iatrogenic Pneumothorax,1 ," 45,563 ",2.19
2007,Tehama,22,Iatrogenic Pneumothorax,4 ," 46,078 ",8.68
2008,Tehama,22,Iatrogenic Pneumothorax,5 ," 46,523 ",10.75
2009,Tehama,22,Iatrogenic Pneumothorax,4 ," 46,816 ",8.54
2010,Tehama,22,Iatrogenic Pneumothorax,1 ," 47,599 ",2.10
2011,Tehama,22,Iatrogenic Pneumothorax,3 ," 47,875 ",6.27
2012,Tehama,22,Iatrogenic Pneumothorax,1 ," 48,301 ",2.07
2013,Tehama,22,Iatrogenic Pneumothorax,4 ," 48,413 ",8.26
2014,Tehama,22,Iatrogenic Pneumothorax,6 ," 49,807 ",12.05
2015,Tehama,22,Iatrogenic Pneumothorax,4 ," 36,662 ",10.91
2005,Trinity,22,Iatrogenic Pneumothorax,1 ," 10,730 ",9.32
2006,Trinity,22,Iatrogenic Pneumothorax,0 ," 10,964 ",0.00
2007,Trinity,22,Iatrogenic Pneumothorax,0 ," 11,018 ",0.00
2008,Trinity,22,Iatrogenic Pneumothorax,1 ," 11,094 ",9.01
2009,Trinity,22,Iatrogenic Pneumothorax,2 ," 11,212 ",17.84
2010,Trinity,22,Iatrogenic Pneumothorax,1 ," 11,321 ",8.83
2011,Trinity,22,Iatrogenic Pneumothorax,2 ," 11,284 ",17.72
2012,Trinity,22,Iatrogenic Pneumothorax,1 ," 13,009 ",7.69
2013,Trinity,22,Iatrogenic Pneumothorax,2 ," 12,954 ",15.44
2014,Trinity,22,Iatrogenic Pneumothorax,3 ," 12,540 ",23.92
2015,Trinity,22,Iatrogenic Pneumothorax,2 ," 10,219 ",19.57
2005,Tulare,22,Iatrogenic Pneumothorax,11 ," 274,190 ",4.01
2006,Tulare,22,Iatrogenic Pneumothorax,22 ," 279,155 ",7.88
2007,Tulare,22,Iatrogenic Pneumothorax,15 ," 284,348 ",5.28
2008,Tulare,22,Iatrogenic Pneumothorax,24 ," 289,358 ",8.29
2009,Tulare,22,Iatrogenic Pneumothorax,9 ," 294,800 ",3.05
2010,Tulare,22,Iatrogenic Pneumothorax,26 ," 299,782 ",8.67
2011,Tulare,22,Iatrogenic Pneumothorax,19 ," 304,563 ",6.24
2012,Tulare,22,Iatrogenic Pneumothorax,20 ," 294,333 ",6.80
